no,date,red1,red2,red3,red4,red5,red6,blue1
12045,20120419,08,11,20,21,27,30,09
12046,20120422,04,12,19,20,23,33,06
12047,20120424,06,07,11,16,32,33,11
12048,20120426,01,05,14,22,24,30,10
12049,20120429,04,12,13,19,20,32,02
12050,20120501,07,13,15,17,19,24,11
12051,20120503,02,12,14,17,30,31,09
12052,20120506,02,03,05,06,20,24,04
12053,20120508,04,15,22,25,27,33,04
12054,20120510,06,14,18,20,30,33,14
12055,20120513,04,06,13,20,24,28,01
12056,20120515,04,07,14,17,26,31,10
12057,20120517,03,05,19,21,27,31,04
12058,20120520,03,06,15,20,25,26,04
12059,20120522,04,13,21,22,26,31,01
12060,20120524,07,10,13,16,17,29,01
12061,20120527,03,08,11,12,14,18,14
12062,20120529,02,13,16,17,20,31,07
12063,20120531,02,10,17,19,24,27,12
12064,20120603,05,10,11,16,23,24,11
12065,20120605,08,10,18,19,27,31,14
12066,20120607,01,02,09,26,29,33,12
12067,20120610,04,05,10,21,26,30,16
12068,20120612,05,17,22,26,32,33,10
12069,20120614,08,10,11,18,20,29,06
12070,20120617,02,03,04,24,31,32,11
12071,20120619,03,04,19,21,22,23,08
12072,20120621,02,03,07,09,13,30,06
12073,20120624,04,07,09,10,17,27,05
12074,20120626,15,16,18,19,28,32,08
12075,20120628,04,06,22,23,29,32,11
12076,20120701,11,18,22,27,29,30,15
12077,20120703,02,04,13,18,26,28,12
12078,20120705,08,15,22,24,28,33,12
12079,20120708,06,07,12,24,30,33,12
12080,20120710,04,09,14,15,16,27,03
12081,20120712,02,05,10,24,25,29,06
12082,20120715,02,04,11,18,22,29,06
12083,20120717,04,09,14,15,26,33,04
12084,20120719,02,10,20,26,28,29,14
12085,20120722,05,17,24,30,31,33,05
12086,20120724,08,09,13,15,22,23,08
12087,20120726,03,10,11,13,14,22,09
12088,20120729,03,05,23,24,27,31,15
12089,20120731,03,07,10,13,14,25,11
12090,20120802,02,13,20,25,29,30,11
12091,20120805,01,05,07,08,19,21,16
12092,20120807,06,13,17,18,28,32,03
12093,20120809,03,05,19,21,24,33,13
12094,20120812,06,09,14,16,23,33,15
12095,20120814,17,24,27,28,29,30,02
12096,20120816,04,07,11,16,29,33,07
12097,20120819,05,08,13,14,19,22,06
12098,20120821,02,12,19,26,29,31,09
12099,20120823,08,12,15,16,21,27,16
12100,20120826,05,07,15,18,25,33,10
12101,20120828,09,12,17,18,20,33,02
12102,20120830,13,25,27,28,29,30,15
12103,20120902,04,09,11,14,32,33,02
12104,20120904,04,05,09,10,19,28,03
12105,20120906,06,13,14,15,17,30,04
12106,20120909,13,14,20,22,23,32,16
12107,20120911,11,12,15,24,25,31,09
12108,20120913,01,09,12,13,19,28,13
12109,20120916,02,12,24,26,29,31,03
12110,20120918,03,07,10,13,22,32,09
12111,20120920,02,09,10,20,22,31,13
12112,20120923,08,15,20,21,27,31,06
12113,20120925,03,06,09,13,18,32,06
12114,20120927,01,06,11,26,27,29,15
12115,20120930,03,08,20,24,26,32,14
12116,20121002,03,21,26,29,31,32,03
12117,20121004,13,15,18,20,24,28,09
12118,20121007,05,06,07,12,15,28,11
12119,20121009,12,20,25,26,27,28,13
12120,20121011,01,04,20,24,28,29,16
12121,20121014,01,07,08,20,23,24,11
12122,20121016,12,13,19,22,28,29,11
12123,20121018,08,10,16,25,28,33,09
12124,20121021,06,07,21,25,27,33,11
12125,20121023,08,12,13,26,29,33,01
12126,20121025,03,05,12,15,23,24,07
12127,20121028,01,09,11,21,26,32,08
12128,20121030,05,09,12,29,30,31,05
12129,20121101,01,07,09,17,21,29,01
12130,20121104,01,03,15,20,22,31,03
12131,20121106,06,18,19,26,28,32,12
12132,20121108,07,12,16,17,21,25,10
12133,20121111,01,08,11,20,21,29,02
12134,20121113,02,05,06,07,13,23,15
12135,20121115,02,05,07,08,11,17,16
12136,20121118,02,07,08,17,21,28,11
12137,20121120,01,02,04,06,13,17,07
12138,20121122,01,07,16,17,19,21,14
12139,20121125,08,19,21,24,28,31,15
12140,20121127,14,18,27,30,31,33,15
12141,20121129,03,05,08,19,20,27,09
12142,20121202,05,18,22,28,29,31,06
12143,20121204,07,08,18,25,30,32,06
12144,20121206,03,10,12,13,27,30,04
12145,20121209,05,20,26,27,28,33,03
12146,20121211,01,05,07,13,29,32,13
12147,20121213,02,12,15,23,24,32,09
12148,20121216,03,06,11,17,21,31,07
12149,20121218,01,05,13,25,26,32,13
12150,20121220,09,11,17,23,24,26,07
12151,20121223,05,14,24,25,26,32,01
12152,20121225,10,12,18,22,28,29,07
12153,20121227,04,05,11,21,27,28,10
12154,20121230,05,07,12,16,28,32,04
13001,20130101,06,08,14,15,24,25,06
13002,20130103,01,16,18,22,28,30,12
13003,20130106,22,23,26,27,28,33,09
13004,20130108,06,10,16,20,27,32,08
13005,20130110,01,13,14,25,31,32,12
13006,20130113,09,10,13,17,22,30,13
13007,20130115,02,09,15,22,26,32,01
13008,20130117,03,08,17,21,25,32,15
13009,20130120,01,04,09,13,16,23,02
13010,20130122,01,09,11,17,32,33,12
13011,20130124,03,12,17,24,27,29,09
13012,20130127,06,14,17,22,28,29,02
13013,20130129,05,06,13,19,22,28,09
13014,20130131,02,04,05,17,19,20,08
13015,20130203,05,06,07,11,13,18,15
13016,20130205,02,05,06,12,14,28,05
13017,20130207,04,06,12,30,31,32,09
13018,20130217,02,08,13,28,29,30,05
13019,20130219,01,02,05,16,20,26,06
13020,20130221,01,07,08,12,16,21,01
13021,20130224,01,06,17,19,26,31,11
13022,20130226,02,04,07,09,15,20,07
13023,20130228,03,06,15,18,30,32,05
13024,20130303,04,05,13,23,27,30,09
13025,20130305,16,17,18,24,25,30,08
13026,20130307,04,11,14,15,22,31,11
13027,20130310,01,02,04,12,21,24,12
13028,20130312,07,08,14,25,26,28,13
13029,20130314,06,07,10,19,23,29,12
13030,20130317,07,14,18,25,26,29,06
13031,20130319,03,13,14,15,21,33,03
13032,20130321,04,21,25,29,30,33,03
13033,20130324,05,06,13,17,19,28,01
13034,20130326,06,15,20,22,26,33,09
13035,20130328,01,14,15,17,26,30,02
13036,20130331,04,05,09,27,29,31,13
13037,20130402,02,15,18,27,28,32,14
13038,20130404,09,10,12,14,15,19,11
13039,20130407,01,02,14,15,24,29,06
13040,20130409,02,04,10,12,17,30,10
13041,20130411,02,10,12,17,23,24,05
13042,20130414,01,08,12,13,15,33,03
13043,20130416,03,06,14,15,17,25,16
13044,20130418,03,05,11,18,26,28,06
13045,20130421,06,07,08,14,23,31,12
13046,20130423,03,16,19,20,24,26,06
13047,20130425,01,08,11,17,27,30,12
13048,20130428,10,13,17,28,30,32,04
13049,20130430,10,13,14,16,21,32,14
13050,20130502,03,07,13,18,22,25,03
13051,20130505,08,12,15,19,28,29,02
13052,20130507,06,07,14,21,22,24,13
13053,20130509,03,12,13,22,30,33,14
13054,20130512,03,04,08,14,21,28,14
13055,20130514,08,18,19,22,27,32,06
13056,20130516,03,12,25,26,28,29,16
13057,20130519,13,16,19,23,26,28,05
13058,20130521,08,11,17,21,23,24,05
13059,20130523,03,10,18,24,27,29,09
13060,20130526,05,07,10,13,19,20,15
13061,20130528,05,06,07,12,13,18,12
13062,20130530,01,06,07,19,22,27,02
13063,20130602,10,15,18,20,23,31,12
13064,20130604,01,09,13,22,25,32,12
13065,20130606,07,18,19,23,29,30,02
13066,20130609,01,03,16,17,20,32,07
13067,20130611,01,04,09,15,22,30,06
13068,20130613,02,07,13,20,25,27,06
13069,20130616,07,16,17,18,30,33,06
13070,20130618,02,03,09,10,28,30,06
13071,20130620,05,12,21,23,26,28,09
13072,20130623,02,08,11,14,19,33,09
13073,20130625,02,09,13,17,20,28,11
13074,20130627,03,06,08,14,19,32,03
13075,20130630,04,06,09,25,30,33,14
13076,20130702,14,23,24,26,29,30,03
13077,20130704,09,14,23,24,26,29,03
13078,20130707,03,05,17,18,26,27,15
13079,20130709,07,13,17,19,22,26,13
13080,20130711,10,11,12,23,28,32,16
13081,20130714,01,04,10,13,21,31,13
13082,20130716,04,13,14,20,22,30,06
13083,20130718,05,06,12,14,19,23,09
13084,20130721,05,07,09,11,20,21,03
13085,20130723,02,08,12,14,16,32,16
13086,20130725,02,04,11,13,16,26,11
13087,20130728,02,13,19,23,24,28,05
13088,20130730,09,15,20,21,22,24,14
13089,20130801,04,08,12,19,21,25,13
13090,20130804,02,05,11,23,24,29,08
13091,20130806,04,14,24,25,28,31,10
13092,20130808,07,11,15,21,26,31,06
13093,20130811,01,02,08,26,29,31,14
13094,20130813,02,04,14,18,20,22,07
13095,20130815,01,06,15,19,28,29,10
13096,20130818,01,02,22,28,29,30,15
13097,20130820,05,14,17,22,23,25,07
13098,20130822,07,15,18,19,20,26,14
13099,20130825,05,11,20,21,26,31,03
13100,20130827,04,08,11,14,16,20,11
13101,20130829,05,07,09,23,27,32,01
13102,20130901,02,04,05,06,08,16,03
13103,20130903,02,04,09,13,18,20,07
13104,20130905,01,02,04,15,17,28,11
13105,20130908,01,11,23,27,31,32,09
13106,20130910,09,11,23,30,31,32,06
13107,20130912,07,09,11,17,28,31,11
13108,20130915,16,21,22,28,31,32,05
13109,20130917,09,23,24,27,29,32,08
13110,20130919,15,17,18,21,29,32,13
13111,20130922,01,02,03,06,08,33,13
13112,20130924,01,06,12,13,22,31,07
13113,20130926,04,07,11,17,24,33,09
13114,20130929,04,06,17,21,23,33,07
13115,20131001,03,12,16,17,18,27,08
13116,20131003,12,15,21,26,32,33,07
13117,20131006,09,12,13,24,27,33,16
13118,20131008,02,03,17,22,32,33,16
13119,20131010,05,15,20,22,26,32,09
13120,20131013,05,06,13,18,23,31,11
13121,20131015,04,05,06,07,25,27,07
13122,20131017,07,10,13,15,26,27,11
13123,20131020,01,02,06,11,17,25,02
13124,20131022,03,09,15,23,25,30,07
13125,20131024,04,06,08,18,25,28,16
13126,20131027,04,10,19,27,31,33,16
13127,20131029,02,03,13,20,22,33,14
13128,20131031,07,13,17,19,25,31,08
13129,20131103,05,06,10,14,27,31,14
13130,20131105,01,03,15,16,31,33,08
13131,20131107,04,06,12,17,19,26,09
13132,20131110,20,21,22,23,25,27,12
13133,20131112,04,07,12,19,22,25,01
13134,20131114,01,17,18,19,25,29,10
13135,20131117,09,23,24,25,29,31,12
13136,20131119,04,06,14,16,18,26,06
13137,20131121,04,17,19,23,24,27,10
13138,20131124,04,15,16,24,27,28,03
13139,20131126,07,08,11,13,21,27,08
13140,20131128,01,05,12,13,21,22,10
13141,20131201,03,04,05,25,30,31,04
13142,20131203,11,12,14,20,22,29,14
13143,20131205,12,18,21,22,27,32,11
13144,20131208,05,07,12,19,27,31,02
13145,20131210,06,10,13,16,23,24,15
13146,20131212,08,20,25,30,32,33,01
13147,20131215,02,15,16,17,19,30,08
13148,20131217,06,11,12,14,17,22,01
13149,20131219,09,18,25,26,30,32,11
13150,20131222,01,15,16,25,26,29,10
13151,20131224,03,09,10,19,28,33,09
13152,20131226,04,06,14,16,18,29,05
13153,20131229,08,11,13,18,28,33,10
13154,20131231,07,11,14,19,24,29,05
14001,20140102,03,09,15,20,27,29,01
14002,20140105,04,21,23,31,32,33,04
14003,20140107,06,10,11,28,30,33,12
14004,20140109,01,04,19,22,24,25,15
14005,20140112,15,18,23,27,32,33,04
14006,20140114,03,04,07,17,21,27,14
14007,20140116,08,10,12,14,18,28,14
14008,20140119,05,14,16,21,29,30,12
14009,20140121,08,09,19,20,25,32,16
14010,20140123,05,07,08,20,31,33,11
14011,20140126,09,10,13,14,21,32,02
14012,20140128,01,08,11,19,21,24,08
14013,20140209,05,09,13,15,17,21,13
14014,20140211,04,09,19,22,25,29,15
14015,20140213,02,11,19,30,32,33,09
14016,20140216,02,03,07,13,21,24,08
14017,20140218,04,06,07,14,25,26,10
14018,20140220,13,17,18,21,30,33,15
14019,20140223,02,10,15,19,20,21,07
14020,20140225,09,14,17,23,24,25,15
14021,20140227,08,10,15,17,22,29,12
14022,20140302,04,06,07,10,21,26,16
14023,20140304,07,09,13,17,21,22,10
14024,20140306,08,10,16,20,23,30,09
14025,20140309,01,05,10,14,16,30,16
14026,20140311,01,02,05,06,11,23,14
14027,20140313,08,10,14,16,30,31,01
14028,20140316,06,16,21,27,30,32,05
14029,20140318,02,07,14,16,21,29,14
14030,20140320,12,18,19,23,24,30,10
14031,20140323,04,10,16,17,21,27,14
14032,20140325,01,02,14,22,29,33,07
14033,20140327,05,13,23,28,32,33,12
14034,20140330,01,03,04,08,25,31,06
14035,20140401,07,08,09,17,32,33,06
14036,20140403,01,07,08,09,11,22,03
14037,20140406,06,13,14,24,25,30,07
14038,20140408,04,07,22,23,24,33,16
14039,20140410,03,11,15,19,20,31,07
14040,20140413,03,04,06,11,12,15,08
14041,20140415,07,11,16,18,21,22,02
14042,20140417,12,15,20,25,28,33,14
14043,20140420,02,05,09,14,24,33,09
14044,20140422,04,09,21,27,28,33,12
14045,20140424,02,04,09,11,19,22,15
14046,20140427,02,10,11,17,18,22,10
14047,20140429,08,10,11,12,19,29,15
14048,20140501,06,09,16,17,24,25,16
14049,20140504,06,07,16,17,23,32,06
14050,20140506,03,17,23,25,26,32,13
14051,20140508,10,16,19,21,23,24,13
14052,20140511,09,13,15,28,30,33,08
14053,20140513,14,17,19,22,26,31,02
14054,20140515,01,04,05,11,29,30,14
14055,20140518,02,09,14,19,21,30,04
14056,20140520,01,11,18,20,28,29,01
14057,20140522,02,04,12,18,23,31,08
14058,20140525,02,03,12,13,14,25,11
14059,20140527,05,08,12,13,23,25,13
14060,20140529,03,05,14,18,25,33,06
14061,20140601,02,14,17,27,28,31,08
14062,20140603,06,09,15,24,25,26,09
14063,20140605,03,08,17,21,22,31,16
14064,20140608,02,09,15,16,29,32,14
14065,20140610,03,04,05,08,10,22,06
14066,20140612,02,05,15,17,18,21,16
14067,20140615,01,06,07,17,18,23,06
14068,20140617,04,12,13,22,27,29,16
14069,20140619,05,12,17,19,25,30,11
14070,20140622,01,07,09,19,28,29,07
14071,20140624,02,04,12,17,22,25,14
14072,20140626,01,03,07,13,19,32,16
14073,20140629,01,12,16,20,30,33,02
14074,20140701,01,03,06,13,30,31,12
14075,20140703,03,09,11,22,27,29,06
14076,20140706,06,10,12,17,18,33,11
14077,20140708,08,09,12,15,19,22,10
14078,20140710,02,03,05,06,09,17,07
14079,20140713,02,07,16,22,27,28,02
14080,20140715,05,14,16,17,25,30,07
14081,20140717,08,14,22,24,27,29,10
14082,20140720,02,04,20,25,26,29,11
14083,20140722,05,06,19,21,23,33,12
14084,20140724,01,06,09,10,13,25,08
14085,20140727,01,02,11,19,23,29,08
14086,20140729,02,04,10,12,14,30,08
14087,20140731,06,18,22,23,32,33,06
14088,20140803,03,06,11,14,16,29,15
14089,20140805,04,06,14,17,27,30,09
14090,20140807,05,09,11,19,24,32,13
14091,20140810,01,05,12,19,27,29,14
14092,20140812,03,13,18,19,22,26,07
14093,20140814,02,08,09,10,20,29,05
14094,20140817,01,10,18,20,23,29,01
14095,20140819,05,06,08,14,22,31,08
14096,20140821,12,14,17,19,22,24,08
14097,20140824,07,13,24,25,27,32,15
14098,20140826,02,13,17,20,29,31,07
14099,20140828,01,05,10,11,13,32,14
14100,20140831,01,06,09,10,14,16,11
14101,20140902,16,18,20,23,24,32,07
14102,20140904,14,16,21,24,28,31,13
14103,20140907,03,08,09,10,18,33,04
14104,20140909,02,06,12,19,27,28,13
14105,20140911,14,16,17,19,27,32,04
14106,20140914,09,14,17,18,21,25,15
14107,20140916,11,14,17,22,25,27,16
14108,20140918,03,08,09,20,23,28,02
14109,20140921,02,05,11,15,19,28,02
14110,20140923,01,08,11,13,19,30,06
14111,20140925,02,08,17,20,22,28,02
14112,20140928,01,15,16,21,24,30,03
14113,20140930,12,14,28,31,32,33,07
14114,20141002,02,07,23,30,32,33,10
14115,20141005,01,09,10,11,13,32,03
14116,20141007,09,10,14,15,19,29,16
14117,20141009,05,10,17,25,28,29,04
14118,20141012,05,07,15,18,26,30,03
14119,20141014,06,13,17,20,26,29,09
14120,20141016,01,07,12,16,23,28,04
14121,20141019,01,02,13,22,28,30,09
14122,20141021,06,09,11,16,20,29,11
14123,20141023,01,06,11,17,28,33,05
14124,20141026,02,17,20,24,31,33,04
14125,20141028,10,11,15,26,31,32,06
14126,20141030,06,11,16,17,22,27,01
14127,20141102,02,10,12,21,23,27,12
14128,20141104,05,07,08,17,18,24,14
14129,20141106,05,08,09,20,28,32,02
14130,20141109,01,02,10,24,30,33,10
14131,20141111,05,17,21,22,28,32,14
14132,20141113,05,06,14,15,18,33,08
14133,20141116,13,14,16,23,30,31,13
14134,20141118,05,16,22,23,26,28,02
14135,20141120,02,04,11,13,25,33,01
14136,20141123,03,16,19,27,31,32,10
14137,20141125,03,06,09,11,25,29,09
14138,20141127,04,06,13,29,31,33,13
14139,20141130,01,14,15,20,25,29,11
14140,20141202,06,10,11,14,17,33,06
14141,20141204,08,09,11,16,21,24,10
14142,20141207,06,21,22,23,25,28,13
14143,20141209,03,12,18,20,25,26,16
14144,20141211,03,05,06,09,10,27,14
14145,20141214,10,12,13,23,26,29,11
14146,20141216,01,06,13,20,29,32,01
14147,20141218,06,07,22,26,31,32,10
14148,20141221,01,02,05,12,15,16,13
14149,20141223,07,09,10,15,19,33,01
14150,20141225,03,08,14,22,24,32,09
14151,20141228,04,05,08,11,21,27,08
14152,20141230,08,13,15,20,21,25,12
15001,20150101,01,07,09,16,20,23,06
15002,20150104,07,15,16,25,28,32,05
15003,20150106,10,15,20,23,24,31,15
15004,20150108,02,14,15,16,23,24,10
15005,20150111,07,10,16,17,18,32,15
15006,20150113,01,10,11,29,31,33,13
15007,20150115,01,07,09,17,20,33,08
15008,20150118,04,07,10,16,20,22,03
15009,20150120,04,07,14,17,21,25,14
15010,20150122,01,02,03,08,21,31,09
15011,20150125,04,14,15,17,18,20,15
15012,20150127,03,05,22,23,29,31,06
15013,20150129,08,09,24,25,26,29,01
15014,20150201,02,12,16,19,27,30,11
15015,20150203,01,07,20,24,25,33,04
15016,20150205,02,06,10,15,17,31,13
15017,20150208,13,18,20,25,27,33,12
15018,20150210,06,09,12,14,28,29,09
15019,20150212,02,06,11,19,25,26,04
15020,20150215,01,04,07,19,22,23,04
15021,20150217,14,15,16,17,27,28,08
15022,20150226,04,07,10,16,23,25,10
15023,20150301,08,09,10,13,29,30,01
15024,20150303,09,11,16,18,23,24,10
15025,20150305,10,11,12,15,27,32,14
15026,20150308,02,13,17,21,22,33,13
15027,20150310,05,07,09,16,26,29,07
15028,20150312,04,07,10,26,27,28,14
15029,20150315,07,14,15,19,21,28,07
15030,20150317,08,11,14,15,16,26,07
15031,20150319,01,05,07,22,26,32,11
15032,20150322,11,14,16,18,29,32,16
15033,20150324,03,06,21,29,31,32,05
15034,20150326,12,13,17,18,20,27,13
15035,20150329,01,08,09,22,24,33,03
15036,20150331,04,06,16,17,26,33,03
15037,20150402,05,07,12,18,28,31,03
15038,20150405,05,06,11,12,14,33,14
15039,20150407,01,13,15,26,29,30,12
15040,20150409,13,16,18,27,30,32,16
15041,20150412,04,09,11,17,21,25,06
15042,20150414,09,10,19,21,23,32,08
15043,20150416,11,12,15,24,26,27,15
15044,20150419,02,03,04,13,14,16,02
15045,20150421,01,05,13,22,30,31,07
15046,20150423,05,07,10,14,23,31,01
15047,20150426,02,03,20,24,26,27,09
15048,20150428,13,16,17,22,25,27,10
15049,20150430,07,12,14,17,20,23,05
15050,20150503,03,09,12,16,17,31,04
15051,20150505,04,10,24,26,28,32,09
15052,20150507,02,04,11,16,25,26,12
15053,20150510,03,07,17,22,32,33,10
15054,20150512,01,02,07,10,22,26,07
15055,20150514,01,10,15,18,19,28,02
15056,20150517,01,07,08,16,18,20,14
15057,20150519,09,20,24,25,26,32,04
15058,20150521,02,09,10,18,19,20,15
15059,20150524,02,06,09,16,25,32,14
15060,20150526,01,03,18,27,31,32,13
15061,20150528,06,18,22,26,32,33,04
15062,20150531,09,14,15,18,21,26,16
15063,20150602,01,07,09,16,22,32,12
15064,20150604,11,12,14,17,23,27,01
15065,20150607,08,10,14,19,26,29,12
15066,20150609,05,08,11,17,24,28,16
15067,20150611,02,05,08,24,25,31,14
15068,20150614,06,15,18,21,26,27,10
15069,20150616,01,13,17,18,23,30,15
15070,20150618,01,07,13,19,21,29,15
15071,20150621,08,18,20,28,29,31,08
15072,20150623,01,03,05,20,21,31,05
15073,20150625,01,02,17,22,26,27,04
15074,20150628,04,07,21,25,26,29,08
15075,20150630,06,11,13,19,21,32,04
15076,20150702,01,09,10,19,23,27,09
15077,20150705,01,06,08,10,13,27,16
15078,20150707,03,07,20,22,26,29,02
15079,20150709,09,14,15,20,26,32,11
15080,20150712,14,17,25,27,28,30,02
15081,20150714,13,20,22,26,28,31,13
15082,20150716,02,08,09,14,28,30,07
15083,20150719,06,07,16,18,29,32,05
15084,20150721,15,18,20,22,28,29,15
15085,20150723,02,08,25,27,28,29,05
15086,20150726,05,06,08,16,18,22,12
15087,20150728,09,15,16,19,20,28,11
15088,20150730,02,12,20,24,29,31,09
15089,20150802,12,14,19,27,28,29,01
15090,20150804,10,12,14,22,25,33,15
15091,20150806,05,07,17,19,22,31,11
15092,20150809,09,15,19,21,26,27,01
15093,20150811,01,03,13,21,25,31,08
15094,20150813,01,04,06,13,16,17,10
15095,20150816,04,15,21,28,30,31,04
15096,20150818,06,16,17,23,24,31,07
15097,20150820,09,12,14,20,26,27,04
15098,20150823,06,09,13,26,27,33,01
15099,20150825,06,07,10,11,14,22,09
15100,20150827,02,03,11,17,19,21,08
15101,20150830,08,16,22,24,28,29,05
15102,20150901,07,09,12,14,21,23,06
15103,20150903,06,08,13,26,30,32,14
15104,20150906,09,18,21,23,25,26,01
15105,20150908,09,10,16,19,20,26,12
15106,20150910,01,03,04,23,31,32,13
15107,20150913,07,14,16,18,21,25,08
15108,20150915,02,12,19,22,24,27,15
15109,20150917,01,08,09,16,32,33,13
15110,20150920,05,07,16,17,22,23,04
15111,20150922,08,14,16,18,20,30,12
15112,20150924,01,03,10,19,20,27,11
15113,20150927,01,05,07,08,19,27,12
15114,20150929,04,07,09,13,21,26,01
15115,20151001,01,07,08,14,24,32,03
15116,20151004,04,06,15,23,26,28,11
15117,20151006,04,11,12,18,26,32,12
15118,20151008,01,04,11,21,23,31,12
15119,20151011,02,08,10,18,23,31,08
15120,20151013,16,21,24,26,27,29,16
15121,20151015,01,03,20,21,28,29,12
15122,20151018,05,07,11,16,22,25,07
15123,20151020,05,08,09,12,22,28,07
15124,20151022,02,03,05,12,18,27,01
15125,20151025,05,13,22,27,30,33,10
15126,20151027,10,11,15,20,23,29,12
15127,20151029,07,10,19,22,27,33,06
15128,20151101,01,03,08,11,22,28,06
15129,20151103,05,08,11,16,18,27,04
15130,20151105,06,14,15,16,17,22,10
15131,20151108,10,12,13,19,22,26,03
15132,20151110,03,05,11,28,30,33,01
15133,20151112,02,03,13,20,22,24,15
15134,20151115,02,05,14,19,27,31,04
15135,20151117,01,12,14,18,26,32,07
15136,20151119,02,05,12,23,28,29,01
15137,20151122,14,22,23,27,28,31,12
15138,20151124,01,02,08,16,19,24,11
15139,20151126,01,10,13,18,25,27,09
15140,20151129,06,20,28,29,30,31,12
15141,20151201,03,08,19,25,27,28,02
15142,20151203,13,17,19,20,22,25,11
15143,20151206,13,15,19,20,21,32,04
15144,20151208,01,04,07,15,28,32,16
15145,20151210,07,08,15,19,20,24,13
15146,20151213,16,17,21,28,30,32,15
15147,20151215,08,09,16,23,24,30,05
15148,20151217,09,13,14,22,26,27,07
15149,20151220,09,10,20,21,22,33,09
15150,20151222,01,03,08,11,29,31,13
15151,20151224,05,06,08,23,31,32,11
15152,20151227,11,18,19,21,29,32,12
15153,20151229,08,11,15,22,27,29,03
15154,20151231,07,09,11,15,18,25,07
16001,20160103,06,13,16,18,20,22,13
16002,20160105,09,14,17,20,24,30,16
16003,20160107,01,10,14,23,26,28,01
16004,20160110,08,10,17,22,25,33,12
16005,20160112,11,14,18,20,31,33,14
16006,20160114,13,16,18,20,28,31,12
16007,20160117,05,12,14,20,27,29,06
16008,20160119,02,15,24,29,32,33,02
16009,20160121,10,14,24,25,27,32,04
16010,20160124,02,04,12,14,19,25,06
16011,20160126,03,08,10,15,22,29,12
16012,20160128,07,12,14,16,27,32,15
16013,20160131,07,12,21,22,26,31,01
16014,20160202,02,08,10,18,20,27,07
16015,20160204,01,02,14,22,25,26,07
16016,20160214,01,20,22,24,25,26,16
16017,20160216,05,06,08,20,22,30,05
16018,20160218,12,13,14,17,21,25,04
16019,20160221,06,13,16,17,23,30,10
16020,20160223,01,02,10,12,22,24,10
16021,20160225,09,11,13,22,24,26,05
16022,20160228,04,09,19,22,23,30,07
16023,20160301,03,06,10,19,25,29,07
16024,20160303,02,05,07,14,18,31,13
16025,20160306,04,11,12,17,24,30,12
16026,20160308,04,09,12,28,30,33,01
16027,20160310,11,13,15,17,19,31,05
16028,20160313,06,08,12,21,25,29,01
16029,20160315,12,15,18,20,21,27,15
16030,20160317,10,14,19,22,25,29,12
16031,20160320,03,08,10,19,26,33,03
16032,20160322,08,12,14,15,21,27,15
16033,20160324,06,17,18,20,27,29,15
16034,20160327,03,15,21,22,23,28,15
16035,20160329,04,13,19,20,26,29,11
16036,20160331,03,04,07,09,20,22,03
16037,20160403,06,15,26,31,32,33,16
16038,20160405,03,12,13,22,28,29,03
16039,20160407,01,03,07,18,19,27,16
16040,20160410,03,13,19,20,23,26,03
16041,20160412,12,17,18,21,22,24,04
16042,20160414,07,14,17,23,26,31,09
16043,20160417,05,14,20,26,30,33,12
16044,20160419,01,03,10,12,18,30,01
16045,20160421,04,09,12,17,30,32,03
16046,20160424,07,20,25,26,27,30,14
16047,20160426,02,05,08,15,17,22,16
16048,20160428,03,08,13,14,15,30,04
16049,20160501,06,08,13,14,22,27,10
16050,20160503,09,12,24,28,29,30,02
16051,20160505,01,02,04,09,15,33,12
16052,20160508,01,06,13,19,24,28,16
16053,20160510,02,08,10,12,29,31,01
16054,20160512,06,11,16,19,28,32,04
16055,20160515,05,06,10,16,22,26,11
16056,20160517,03,04,08,11,16,18,14
16057,20160519,07,12,19,22,23,26,11
16058,20160522,03,05,18,20,24,32,11
16059,20160524,04,11,12,20,25,28,15
16060,20160526,04,05,22,26,29,32,08
16061,20160529,05,06,08,18,20,32,08
16062,20160531,12,13,15,18,19,21,09
16063,20160602,16,17,18,23,28,32,07
16064,20160605,03,12,14,17,19,26,03
16065,20160607,13,16,22,25,26,27,14
16066,20160609,03,07,13,18,19,20,05
16067,20160612,09,13,18,20,27,31,04
16068,20160614,08,19,23,28,31,32,01
16069,20160616,08,10,11,20,21,27,11
16070,20160619,03,06,11,18,23,29,01
16071,20160621,19,21,26,28,29,32,01
16072,20160623,05,16,19,22,24,25,02
16073,20160626,09,11,12,15,16,20,13
16074,20160628,06,10,11,12,20,25,12
16075,20160630,01,03,06,16,29,32,07
16076,20160703,07,08,13,22,30,32,01
16077,20160705,01,09,17,19,20,29,10
16078,20160707,02,04,08,23,26,29,02
16079,20160710,01,03,10,12,24,28,02
16080,20160712,01,16,17,24,25,32,14
16081,20160714,02,06,15,25,30,32,07
16082,20160717,06,12,14,15,17,20,09
16083,20160719,09,16,17,24,30,31,04
16084,20160721,02,04,12,18,24,26,05
16085,20160724,01,12,19,20,21,25,16
16086,20160726,09,10,11,12,15,32,05
16087,20160728,02,03,10,11,14,21,12
16088,20160731,03,14,16,18,25,33,15
16089,20160802,01,03,14,30,31,32,08
16090,20160804,02,13,17,20,21,26,07
16091,20160807,04,08,14,22,23,28,07
16092,20160809,02,13,15,23,24,29,06
16093,20160811,06,09,15,17,25,27,09
16094,20160814,06,07,10,12,18,31,10
16095,20160816,01,05,09,12,18,32,12
